TIMESTAMP;LAI
20170101;1.1
20170102;1.11
20170103;1.12
20170104;1.14
20170105;1.15
20170106;1.17
20170107;1.18
20170108;1.2
20170109;1.22
20170110;1.23
20170111;1.25
20170112;1.27
20170113;1.29
20170114;1.32
20170115;1.34
20170116;1.36
20170117;1.38
20170118;1.41
20170119;1.43
20170120;1.45
20170121;1.46
20170122;1.48
20170123;1.5
20170124;1.52
20170125;1.53
20170126;1.55
20170127;1.57
20170128;1.6
20170129;1.62
20170130;1.64
20170131;1.67
20170201;1.69
20170202;1.72
20170203;1.74
20170204;1.77
20170205;1.79
20170206;1.82
20170207;1.85
20170208;1.87
20170209;1.89
20170210;1.92
20170211;1.94
20170212;1.96
20170213;1.98
20170214;2.0
20170215;2.02
20170216;2.04
20170217;2.05
20170218;2.06
20170219;2.07
20170220;2.08
20170221;2.08
20170222;2.08
20170223;2.08
20170224;2.08
20170225;2.08
20170226;2.07
20170227;2.06
20170228;2.04
20170301;2.03
20170302;2.01
20170303;1.99
20170304;1.96
20170305;1.94
20170306;1.92
20170307;1.88
20170308;1.85
20170309;1.82
20170310;1.78
20170311;1.74
20170312;1.69
20170313;1.65
20170314;1.6
20170315;1.55
20170316;1.5
20170317;1.45
20170318;1.4
20170319;1.34
20170320;1.29
20170321;1.24
20170322;1.18
20170323;1.13
20170324;1.08
20170325;1.03
20170326;0.98
20170327;0.94
20170328;0.89
20170329;0.85
20170330;0.81
20170331;0.78
20170401;0.75
20170402;0.73
20170403;0.72
20170404;0.71
20170405;0.7
20170406;0.7
20170407;0.7
20170408;0.71
20170409;0.72
20170410;0.74
20170411;0.75
20170412;0.77
20170413;0.79
20170414;0.81
20170415;0.84
20170416;0.86
20170417;0.88
20170418;0.91
20170419;0.94
20170420;0.96
20170421;0.98
20170422;1.01
20170423;1.03
20170424;1.06
20170425;1.09
20170426;1.11
20170427;1.14
20170428;1.17
20170429;1.2
20170430;1.23
20170501;1.27
20170502;1.31
20170503;1.35
20170504;1.4
20170505;1.44
20170506;1.48
20170507;1.53
20170508;1.58
20170509;1.63
20170510;1.68
20170511;1.73
20170512;1.78
20170513;1.82
20170514;1.87
20170515;1.92
20170516;1.97
20170517;2.02
20170518;2.06
20170519;2.11
20170520;2.16
20170521;2.21
20170522;2.26
20170523;2.31
20170524;2.37
20170525;2.42
20170526;2.47
20170527;2.52
20170528;2.57
20170529;2.62
20170530;2.67
20170531;2.71
20170601;2.76
20170602;2.8
20170603;2.84
20170604;2.88
20170605;2.91
20170606;2.95
20170607;2.98
20170608;3.01
20170609;3.04
20170610;3.07
20170611;3.09
20170612;3.11
20170613;3.13
20170614;3.15
20170615;3.17
20170616;3.19
20170617;3.2
20170618;3.21
20170619;3.23
20170620;3.24
20170621;3.24
20170622;3.25
20170623;3.26
