TIMESTAMP;LAI
20170101;0.97
20170102;0.98
20170103;1.0
20170104;1.01
20170105;1.03
20170106;1.06
20170107;1.09
20170108;1.11
20170109;1.14
20170110;1.16
20170111;1.2
20170112;1.22
20170113;1.26
20170114;1.29
20170115;1.32
20170116;1.35
20170117;1.38
20170118;1.41
20170119;1.44
20170120;1.47
20170121;1.48
20170122;1.5
20170123;1.52
20170124;1.53
20170125;1.55
20170126;1.57
20170127;1.58
20170128;1.6
20170129;1.63
20170130;1.66
20170131;1.68
20170201;1.71
20170202;1.73
20170203;1.76
20170204;1.79
20170205;1.82
20170206;1.84
20170207;1.87
20170208;1.9
20170209;1.92
20170210;1.95
20170211;1.97
20170212;1.99
20170213;2.01
20170214;2.03
20170215;2.04
20170216;2.05
20170217;2.06
20170218;2.06
20170219;2.06
20170220;2.05
20170221;2.05
20170222;2.05
20170223;2.04
20170224;2.03
20170225;2.01
20170226;1.99
20170227;1.98
20170228;1.95
20170301;1.93
20170302;1.91
20170303;1.88
20170304;1.85
20170305;1.82
20170306;1.8
20170307;1.77
20170308;1.73
20170309;1.7
20170310;1.66
20170311;1.63
20170312;1.59
20170313;1.55
20170314;1.5
20170315;1.46
20170316;1.42
20170317;1.37
20170318;1.33
20170319;1.29
20170320;1.24
20170321;1.2
20170322;1.15
20170323;1.11
20170324;1.07
20170325;1.02
20170326;0.98
20170327;0.95
20170328;0.91
20170329;0.88
20170330;0.85
20170331;0.82
20170401;0.8
20170402;0.78
20170403;0.76
20170404;0.76
20170405;0.75
20170406;0.74
20170407;0.74
20170408;0.74
20170409;0.75
20170410;0.75
20170411;0.76
20170412;0.77
20170413;0.78
20170414;0.8
20170415;0.82
20170416;0.84
20170417;0.86
20170418;0.88
20170419;0.91
20170420;0.93
20170421;0.95
20170422;0.98
20170423;1.0
20170424;1.03
20170425;1.07
20170426;1.1
20170427;1.14
20170428;1.18
20170429;1.21
20170430;1.26
20170501;1.3
20170502;1.35
20170503;1.4
20170504;1.45
20170505;1.51
20170506;1.56
20170507;1.61
20170508;1.66
20170509;1.72
20170510;1.77
20170511;1.82
20170512;1.87
20170513;1.92
20170514;1.97
20170515;2.02
20170516;2.07
20170517;2.11
20170518;2.16
20170519;2.2
20170520;2.24
20170521;2.28
20170522;2.32
20170523;2.36
20170524;2.41
20170525;2.45
20170526;2.49
20170527;2.53
20170528;2.57
20170529;2.61
20170530;2.66
20170531;2.69
20170601;2.73
20170602;2.78
20170603;2.82
20170604;2.86
20170605;2.9
20170606;2.94
20170607;2.98
20170608;3.03
20170609;3.07
20170610;3.11
20170611;3.15
20170612;3.19
20170613;3.23
20170614;3.26
20170615;3.3
20170616;3.34
20170617;3.37
20170618;3.4
20170619;3.43
20170620;3.45
20170621;3.48
20170622;3.5
20170623;3.52
20170624;3.53
20170625;3.54
20170626;3.55
20170627;3.55
20170628;3.55
20170629;3.55
20170630;3.55
20170701;3.54
20170702;3.53
20170703;3.52
20170704;3.5
20170705;3.48
20170706;3.47
20170707;3.45
20170708;3.42
20170709;3.4
20170710;3.38
20170711;3.35
20170712;3.33
20170713;3.31
20170714;3.29
20170715;3.27
20170716;3.26
20170717;3.25
20170718;3.25
20170719;3.24
20170720;3.24
20170721;3.24
20170722;3.24
20170723;3.25
20170724;3.25
20170725;3.26
20170726;3.27
20170727;3.29
20170728;3.3
20170729;3.31
20170730;3.33
20170731;3.34
20170801;3.35
20170802;3.37
20170803;3.38
20170804;3.39
20170805;3.39
20170806;3.4
20170807;3.4
20170808;3.39
20170809;3.39
20170810;3.38
20170811;3.37
20170812;3.36
20170813;3.34
20170814;3.33
20170815;3.31
20170816;3.29
20170817;3.27
20170818;3.25
20170819;3.23
20170820;3.2
20170821;3.17
20170822;3.15
20170823;3.11
20170824;3.08
20170825;3.05
20170826;3.02
20170827;2.99
20170828;2.96
20170829;2.92
20170830;2.89
20170831;2.86
20170901;2.82
20170902;2.79
20170903;2.75
20170904;2.72
20170905;2.68
20170906;2.65
20170907;2.62
20170908;2.59
20170909;2.56
20170910;2.54
20170911;2.52
20170912;2.5
20170913;2.49
20170914;2.48
20170915;2.47
20170916;2.46
20170917;2.46
20170918;2.46
20170919;2.46
20170920;2.46
20170921;2.46
20170922;2.46
20170923;2.46
20170924;2.46
20170925;2.45
20170926;2.45
20170927;2.45
20170928;2.44
20170929;2.43
20170930;2.42
20171001;2.41
20171002;2.4
20171003;2.39
20171004;2.38
20171005;2.36
20171006;2.34
20171007;2.33
20171008;2.31
20171009;2.29
20171010;2.26
20171011;2.24
20171012;2.21
20171013;2.18
20171014;2.15
20171015;2.11
20171016;2.08
20171017;2.04
20171018;2.01
20171019;1.97
20171020;1.94
20171021;1.9
20171022;1.86
20171023;1.82
20171024;1.79
20171025;1.75
20171026;1.72
20171027;1.7
20171028;1.68
20171029;1.66
20171030;1.64
20171031;1.63
20171101;1.62
20171102;1.61
20171103;1.61
20171104;1.6
20171105;1.6
20171106;1.59
20171107;1.59
20171108;1.58
20171109;1.57
20171110;1.56
20171111;1.55
20171112;1.53
20171113;1.52
20171114;1.5
20171115;1.47
20171116;1.45
20171117;1.42
20171118;1.39
20171119;1.36
20171120;1.32
20171121;1.28
20171122;1.24
20171123;1.21
20171124;1.17
20171125;1.12
20171126;1.08
20171127;1.04
20171128;1.0
20171129;0.96
20171130;0.91
20171201;0.87
20171202;0.83
20171203;0.79
20171204;0.75
20171205;0.71
20171206;0.68
20171207;0.64
20171208;0.61
20171209;0.58
20171210;0.55
20171211;0.53
20171212;0.51
20171213;0.5
20171214;0.49
20171215;0.47
20171216;0.46
20171217;0.46
20171218;0.46
20171219;0.45
20171220;0.45
20171221;0.44
20171222;0.45
20171223;0.45
20171224;0.45
20171225;0.46
20171226;0.47
20171227;0.48
20171228;0.49
20171229;0.51
20171230;0.53
20171231;0.56
20180101;0.58
20180102;0.61
20180103;0.64
20180104;0.68
20180105;0.71
20180106;0.75
20180107;0.79
20180108;0.83
20180109;0.87
20180110;0.9
20180111;0.94
20180112;0.98
20180113;1.01
20180114;1.04
20180115;1.07
20180116;1.1
20180117;1.12
20180118;1.14
20180119;1.16
20180120;1.18
20180121;1.19
20180122;1.2
20180123;1.21
20180124;1.23
20180125;1.24
20180126;1.25
20180127;1.26
20180128;1.27
20180129;1.27
20180130;1.28
20180131;1.29
20180201;1.3
20180202;1.3
20180203;1.31
20180204;1.31
20180205;1.32
20180206;1.32
20180207;1.33
20180208;1.33
20180209;1.33
20180210;1.33
20180211;1.33
20180212;1.34
20180213;1.34
20180214;1.33
20180215;1.34
20180216;1.34
20180217;1.34
20180218;1.34
20180219;1.33
20180220;1.33
20180221;1.33
20180222;1.33
20180223;1.32
20180224;1.32
20180225;1.32
20180226;1.31
20180227;1.31
20180228;1.31
20180301;1.3
20180302;1.3
20180303;1.3
20180304;1.3
20180305;1.3
20180306;1.3
20180307;1.3
20180308;1.3
20180309;1.3
20180310;1.3
20180311;1.31
20180312;1.31
20180313;1.31
20180314;1.32
20180315;1.32
20180316;1.33
20180317;1.33
20180318;1.34
20180319;1.34
20180320;1.34
20180321;1.34
20180322;1.34
20180323;1.35
20180324;1.35
20180325;1.35
20180326;1.36
20180327;1.36
20180328;1.36
20180329;1.37
20180330;1.37
20180331;1.38
20180401;1.39
20180402;1.39
20180403;1.39
20180404;1.38
20180405;1.38
20180406;1.37
20180407;1.35
20180408;1.33
20180409;1.31
20180410;1.29
20180411;1.26
20180412;1.22
20180413;1.19
20180414;1.15
