TIMESTAMP;LAI
20170101;0.93
20170102;0.95
20170103;0.97
20170104;0.98
20170105;1.01
20170106;1.04
20170107;1.07
20170108;1.09
20170109;1.12
20170110;1.15
20170111;1.18
20170112;1.22
20170113;1.26
20170114;1.3
20170115;1.33
20170116;1.37
20170117;1.41
20170118;1.45
20170119;1.48
20170120;1.51
20170121;1.53
20170122;1.55
20170123;1.57
20170124;1.59
20170125;1.61
20170126;1.63
20170127;1.65
20170128;1.68
20170129;1.7
20170130;1.73
20170131;1.77
20170201;1.8
20170202;1.83
20170203;1.86
20170204;1.89
20170205;1.93
20170206;1.96
20170207;1.99
20170208;2.02
20170209;2.05
20170210;2.08
20170211;2.11
20170212;2.14
20170213;2.17
20170214;2.18
20170215;2.2
20170216;2.21
20170217;2.22
20170218;2.22
20170219;2.22
20170220;2.22
20170221;2.21
20170222;2.21
20170223;2.19
20170224;2.18
20170225;2.16
20170226;2.14
20170227;2.12
20170228;2.09
20170301;2.06
20170302;2.03
20170303;2.0
20170304;1.97
20170305;1.93
20170306;1.9
20170307;1.86
20170308;1.82
20170309;1.78
20170310;1.74
20170311;1.7
20170312;1.66
20170313;1.62
20170314;1.58
20170315;1.53
20170316;1.49
20170317;1.45
20170318;1.41
20170319;1.37
20170320;1.33
20170321;1.28
20170322;1.24
20170323;1.2
20170324;1.16
20170325;1.12
20170326;1.07
20170327;1.04
20170328;1.0
20170329;0.97
20170330;0.93
20170331;0.9
20170401;0.87
20170402;0.85
20170403;0.84
20170404;0.82
20170405;0.81
20170406;0.8
20170407;0.8
20170408;0.79
20170409;0.8
20170410;0.8
20170411;0.81
20170412;0.82
20170413;0.83
20170414;0.84
20170415;0.85
20170416;0.86
20170417;0.88
20170418;0.9
20170419;0.91
20170420;0.93
20170421;0.94
20170422;0.96
20170423;0.98
20170424;1.0
20170425;1.02
20170426;1.05
20170427;1.08
20170428;1.11
20170429;1.14
20170430;1.18
20170501;1.22
20170502;1.26
20170503;1.3
20170504;1.35
20170505;1.4
20170506;1.45
20170507;1.49
20170508;1.54
20170509;1.6
20170510;1.65
20170511;1.7
20170512;1.75
