TIMESTAMP;TA;EA;VPD;PA;WS;WD;USTAR;SW_IN;SW_OUT;LW_IN;LW_OUT;NETRAD;G;H;LE;PPFD_IN;PPFD_OUT;CO2;FC;LE_C_ECC;LE_C_REA;LE_C_FVS
201805190030;15.19;13.600000000000001;3.650093173896739;100.4;1.49;316.2;0.2022;0.0;0.0;327.07;388.97;-61.9;-35.89;-29.85;6.65;-9999;-9999;779.06;0.1917;0.11413156012471333;0.3430388042047001;-9999
201805190130;14.05;13.5;2.525752756184364;100.38;1.14;317.1;0.1663;0.0;0.0;329.14;383.79;-54.65;-38.62;-21.8;4.83;-9999;-9999;788.49;0.1804;0.25615206432251814;0.1544474900058171;3.9779822138503795
201805190230;13.34;13.200000000000001;2.102486078748866;100.4;1.34;334.0;0.1952;0.0;0.0;327.49;380.51;-53.02;-36.65;-23.72;6.4;-9999;-9999;793.58;0.1978;0.23725136870278454;1.033919547176139;-9999
201805190330;13.42;12.8;2.5825174253295486;100.41;1.87;330.4;0.2869;0.0;0.0;321.85;380.91;-59.06;-40.51;-33.07;9.5;-9999;-9999;784.85;0.1809;0.19287670180102784;0.7030507611628616;-9999
201805190430;12.33;12.6;1.7231708937001802;100.41;1.29;341.0;0.1613;0.0;0.0;317.55;375.3;-57.75;-38.04;-19.04;3.02;-9999;-9999;803.46;0.1474;0.35783387137722195;0.7440615004418137;4.411768869441876
201805190530;12.57;12.6;1.950734667987419;100.47;1.7;315.7;0.2887;64.04;15.1;317.66;378.87;-12.27;-32.86;-16.09;16.59;-9999;-9999;797.56;0.0363;7.471168881482846;7.901533129387382;12.299271299271483
201805190630;15.48;12.3;5.274380260230032;100.49;2.3;336.5;0.3905;263.73;52.75;323.18;397.56;136.6;4.75;31.61;77.29;-9999;-9999;764.27;-0.3142;70.0466470178782;69.16474790592748;51.513819792890054
201805190730;17.72;12.3;7.965259391627786;100.51;2.8;330.1;0.5132;456.51;87.94;329.03;415.82;281.78;17.09;79.56;129.01;-9999;-9999;753.3;-0.4977;129.01;129.01;121.12617048453257
201805190830;19.73;12.5;10.481320612540571;100.52;2.75;322.9;0.5051;679.12;122.53;335.21;434.27;457.53;38.21;145.05;172.22;-9999;-9999;746.56;-0.6603;172.22;172.22;138.29813259499278
201805190930;21.52;12.6;13.06384318533704;100.49;2.47;337.4;0.4453;848.73;147.77;342.05;450.96;592.05;67.94;187.89;241.81;-9999;-9999;737.18;-0.7965;238.81969888361112;237.41018382708967;179.85434714811623
201805191030;23.09;13.0;15.238750861250399;100.46;2.18;333.7;0.4219;965.01;166.72;349.81;465.06;683.04;81.88;205.75;299.12;-9999;-9999;730.92;-0.8593;299.12;299.12;232.56800304954754
201805191130;24.72;12.7;18.44883691199009;100.41;2.35;324.8;0.4307;1019.11;176.2;355.02;476.23;721.7;85.58;200.18;337.48;-9999;-9999;728.16;-0.8909;337.48;337.48;240.17708413972437
201805191230;26.34;12.7;21.597855806704256;100.33;2.76;316.4;0.5074;1021.95;178.71;361.92;484.85;720.31;86.34;164.43;335.75;-9999;-9999;720.66;-0.7243;335.75;335.75;246.42702630959903
201805191330;27.26;12.8;23.407346108170326;100.27;2.86;325.0;0.5457;957.61;169.06;363.16;487.71;664.0;79.38;164.48;371.81;-9999;-9999;716.82;-0.7251;371.81;371.81;268.6808008736596
201805191430;27.65;12.7;24.344442245731;100.2;3.28;342.9;0.5352;837.25;150.44;365.0;485.18;566.63;56.45;110.45;302.58;-9999;-9999;715.82;-0.5713;302.58;302.58;217.0008555784353
201805191530;27.69;12.7;24.431247022233205;100.14;3.21;341.3;0.5253;663.05;123.16;365.33;478.21;427.01;37.88;58.71;245.87;-9999;-9999;716.0;-0.4411;245.87;245.87;135.01627644487434
201805191630;27.53;13.4;23.38509112520638;100.13;3.11;340.4;0.5228;441.61;87.3;366.79;468.73;252.37;37.17;10.63;196.77;-9999;-9999;716.59;-0.3022;196.77;196.77;-9999
201805191730;26.31;14.0;20.2371018679371;100.14;3.57;314.0;0.6047;240.46;50.63;362.34;455.06;97.11;10.6;-33.68;125.63;-9999;-9999;720.21;-0.0866;95.26860219939817;98.39533153119933;-9999
201805191830;23.12;12.9;15.390079538892968;100.19;3.3;308.9;0.5868;55.59;14.33;345.51;433.22;-46.45;-38.48;-61.0;64.13;-9999;-9999;731.62;0.1346;9.618048030870026;12.753606686482815;-9999
201805191930;20.07;12.4;11.071037124990978;100.28;2.72;307.5;0.4783;0.0;0.0;335.14;415.43;-80.29;-49.49;-57.93;29.71;-9999;-9999;745.17;0.2562;0.0;0.0;-9999
201805192030;18.39;12.0;9.137466575384106;100.36;2.7;312.5;0.4803;0.0;0.0;333.88;406.88;-73.0;-47.72;-54.29;26.03;-9999;-9999;755.16;0.2545;4.751045456932892;5.157297476912774;23.815803268815895
201805192130;16.78;11.799999999999999;7.294911217207487;100.42;2.58;327.7;0.4608;0.0;0.0;322.8;398.41;-75.61;-42.47;-50.39;20.85;-9999;-9999;760.72;0.2565;1.7882236484695668;2.769447180504415;16.819676160583004
201805192230;15.11;11.5;5.661566283461944;100.44;2.44;330.4;0.413;0.0;0.0;313.28;389.83;-76.55;-49.96;-48.11;15.6;-9999;-9999;762.6;0.1931;0.0;0.0;-9999
201805192330;13.83;11.299999999999999;4.498490700085048;100.46;2.23;325.8;0.3816;0.0;0.0;307.52;383.17;-75.65;-46.2;-37.2;13.63;-9999;-9999;767.68;0.1659;0.0;0.0;-9999
201805200030;12.66;11.100000000000001;3.536888675682011;100.42;2.08;325.0;0.3592;0.0;0.0;304.73;377.38;-72.65;-49.15;-41.7;12.85;-9999;-9999;774.78;0.1837;1.0879681539863313;2.8005793618022725;-9999
201805200130;12.0;10.9;3.1153927042509295;100.41;2.27;331.1;0.3776;0.0;0.0;306.24;374.37;-68.13;-47.78;-38.39;12.71;-9999;-9999;774.86;0.1753;0.0;0.0;-9999
201805200230;11.74;10.700000000000001;3.0770209229025003;100.43;2.45;332.7;0.4142;0.0;0.0;307.29;373.1;-65.81;-45.02;-36.09;12.88;-9999;-9999;776.31;0.1679;0.3361270557834956;0.43528261013957387;9.796420446676912
201805200330;11.16;10.700000000000001;2.558102538929763;100.48;2.3;335.4;0.3677;0.0;0.0;297.07;369.55;-72.48;-42.19;-37.76;10.47;-9999;-9999;782.23;0.1663;1.4890107311440706;1.7136153372332663;6.627156531086594
201805200430;10.23;10.600000000000001;1.86196295129605;100.51;1.77;328.8;0.2786;0.0;0.0;292.78;364.64;-71.86;-45.46;-30.45;6.26;-9999;-9999;794.24;0.1059;0.6439211025186354;0.9450174856759458;-9999
201805200530;10.2;10.700000000000001;1.736998870403097;100.57;1.66;334.6;0.2702;75.08;18.22;292.64;366.86;-17.36;-40.06;-9.83;12.76;-9999;-9999;796.16;-0.0102;6.5625459425918;7.035182042792546;-9999
201805200630;12.25;11.0;3.248016274651871;100.61;2.44;338.4;0.4033;263.93;53.97;299.25;382.84;126.37;0.19;46.91;45.76;-9999;-9999;781.5;-0.2531;44.888895356461404;44.688702657905615;27.367687411323043
201805200730;14.47;11.0;5.467620272250553;100.62;2.6;330.1;0.4633;469.04;91.96;307.71;400.99;283.8;14.84;119.48;99.05;-9999;-9999;761.83;-0.5371;99.05;99.05;63.46347013389702
201805200830;16.46;11.100000000000001;7.610279916092875;100.63;2.48;323.6;0.4608;671.48;123.04;317.72;418.89;447.27;35.36;195.78;162.88;-9999;-9999;752.89;-0.8166;162.88;162.88;119.34240475679505
201805200930;17.78;11.100000000000001;9.242057044879122;100.61;2.75;331.9;0.4837;710.83;128.64;329.51;427.91;483.79;54.71;179.94;166.0;-9999;-9999;746.28;-0.8404;166.0;166.0;130.59952166676777
201805201030;19.57;11.6;11.15398535000117;100.58;2.23;326.6;0.4167;881.98;157.47;338.28;444.0;618.79;68.54;203.43;218.05;-9999;-9999;739.55;-0.9354;218.05;218.05;175.2557516516176
201805201130;21.12;11.6;13.441689398767691;100.52;1.93;339.7;0.3598;999.85;176.9;345.78;458.14;710.59;83.39;218.17;262.7;-9999;-9999;735.55;-0.9283;262.7;262.7;202.77946488129686
201805201230;22.79;12.1;15.629934343288086;100.44;1.64;340.7;0.3386;1045.12;185.66;355.67;469.62;745.51;84.84;237.88;326.67;-9999;-9999;729.07;-1.0248;326.67;326.67;252.31362717180585
201805201330;23.53;12.3;16.69980820814799;100.37;1.96;330.5;0.3783;829.74;151.09;364.56;466.05;577.16;74.55;168.06;278.95;-9999;-9999;723.74;-0.875;278.95;278.95;250.87759708792504
201805201430;24.37;11.899999999999999;18.602756263956806;100.29;1.87;331.5;0.373;854.78;156.72;358.03;471.01;585.08;58.04;155.19;268.56;-9999;-9999;722.18;-0.7304;268.56;268.56;204.0310055070216
201805201530;24.69;12.0;19.092993072252384;100.22;2.51;343.0;0.3726;659.57;125.23;357.05;464.07;427.32;42.87;78.11;200.59;-9999;-9999;720.17;-0.5334;200.59;200.59;149.020131796546
201805201630;24.4;12.6;17.957671101779283;100.2;2.38;351.2;0.4079;473.26;95.6;361.64;455.03;284.27;30.5;48.55;160.37;-9999;-9999;718.03;-0.4325;160.37;160.37;146.1534912494118
201805201730;22.79;12.0;15.729934343288086;100.2;3.29;314.4;0.5869;178.39;36.82;355.81;436.63;60.75;-11.22;-18.44;107.94;-9999;-9999;727.16;-0.1454;85.1765168311792;82.94072164927294;-9999
201805201830;20.16;10.600000000000001;13.00219085947446;100.23;3.36;314.3;0.6196;41.11;9.66;353.83;419.29;-34.01;-41.02;-38.63;50.95;-9999;-9999;739.32;0.1276;9.824644700403205;10.089146327390516;-9999
201805201930;17.96;10.5;10.073986324484657;100.26;3.03;308.1;0.5462;0.0;0.0;344.51;406.26;-61.75;-47.45;-41.82;28.47;-9999;-9999;749.37;0.2513;0.5157423390139633;0.4280354758458551;-9999
201805202030;16.07;10.3;7.95073223780442;100.3;2.82;310.1;0.4932;0.0;0.0;324.23;395.63;-71.4;-49.66;-40.22;21.9;-9999;-9999;756.24;0.2168;0.0;0.0;-9999
201805202130;14.67;10.2;6.4817762102079755;100.32;2.56;322.3;0.4492;0.0;0.0;316.26;388.01;-71.75;-45.81;-43.55;18.07;-9999;-9999;761.15;0.2191;0.25364868201451624;0.9595889774884877;-9999
201805202230;13.22;10.4;4.783126546616815;100.33;2.21;327.6;0.3757;0.0;0.0;309.26;380.59;-71.33;-47.37;-37.8;12.31;-9999;-9999;766.5;0.1747;0.6752806894450983;1.5297853816777813;-9999
201805202330;12.32;10.600000000000001;3.7137575054355896;100.3;2.41;337.7;0.3875;0.0;0.0;306.12;376.12;-70.0;-45.49;-38.13;11.15;-9999;-9999;771.28;0.1945;0.466082208800687;1.523577761313926;-9999
201805210030;12.01;10.600000000000001;3.4246329836750977;100.26;2.67;334.3;0.4566;0.0;0.0;303.97;374.46;-70.49;-46.34;-41.67;12.42;-9999;-9999;769.24;0.1881;0.09348294230800196;0.6686137266579562;-9999
201805210130;11.58;10.5;3.1321131682879066;100.24;2.66;335.0;0.4305;0.0;0.0;299.17;371.91;-72.74;-42.39;-42.37;11.62;-9999;-9999;769.31;0.1749;0.11570258720188079;0.456116536115934;5.934115109134793
201805210230;11.14;10.5;2.7405204125832743;100.25;2.38;329.7;0.3976;0.0;0.0;301.0;369.72;-68.72;-43.57;-39.73;11.03;-9999;-9999;771.84;0.1804;0.2378746455008457;0.317193297403432;-9999
201805210330;11.21;10.5;2.802147939232986;100.23;2.57;327.4;0.4427;0.0;0.0;306.72;370.01;-63.29;-38.75;-38.93;11.5;-9999;-9999;768.41;0.1635;0.2532868494344999;0.912203522795646;4.211891180987018
201805210430;10.79;10.600000000000001;2.3361430346902594;100.23;1.78;340.2;0.2875;0.0;0.0;305.84;367.54;-61.7;-34.25;-33.63;8.45;-9999;-9999;775.86;0.1613;0.3168117658984572;0.9040589617077935;7.606657384896657
201805210530;10.59;10.8;1.9649978662613297;100.27;1.41;341.9;0.2146;74.95;17.98;306.04;369.28;-6.27;-30.94;-7.74;10.82;-9999;-9999;779.99;-0.0058;6.012103025133265;6.4014333786455015;11.016059025827111
201805210630;13.15;11.100000000000001;4.013879454092848;100.31;2.59;326.9;0.4581;285.74;59.25;313.05;387.81;151.73;7.4;56.51;54.03;-9999;-9999;757.47;-0.2949;51.620988629516646;51.863330112400135;41.43221722737473
201805210730;15.25;11.299999999999999;6.016751740925807;100.35;2.38;300.9;0.4505;432.19;84.39;322.32;403.82;266.3;17.62;100.83;106.0;-9999;-9999;743.42;-0.6245;106.0;106.0;99.16363041541558
201805210830;16.83;11.5;7.655633454716174;100.35;2.22;316.3;0.4023;648.77;118.25;331.47;420.76;441.23;46.36;162.14;141.68;-9999;-9999;738.97;-0.7799;141.68;141.68;106.23217646405921
201805210930;17.81;11.899999999999999;8.480551665048615;100.34;1.6;326.0;0.3155;734.95;128.8;334.31;431.26;509.2;60.52;182.86;163.62;-9999;-9999;737.0;-0.8124;163.62;163.62;117.70995246816673
201805211030;19.39;12.5;10.000594672037558;100.32;1.35;309.8;0.2845;972.19;169.95;340.93;447.92;695.25;65.81;231.23;224.24;-9999;-9999;731.74;-0.915;224.24;224.24;155.51323252904203
201805211130;20.77;12.6;11.908196175292707;100.25;1.17;236.2;0.2527;1013.74;176.69;346.45;459.27;724.23;84.27;254.09;273.36;-9999;-9999;726.62;-0.8572;273.36;273.36;-9999
201805211230;22.12;12.8;13.822486019984886;100.2;0.4;262.9;0.2293;1010.2;174.34;354.02;468.09;721.79;85.04;243.28;275.72;-9999;-9999;720.51;-0.8242;275.72;275.72;218.40027880608628
201805211330;23.08;12.8;15.421659442384318;100.15;0.6;275.4;0.1679;922.49;160.07;357.93;470.77;649.58;77.78;188.78;232.09;-9999;-9999;717.96;-0.646;232.09;232.09;242.3094049928571
201805211430;24.17;13.100000000000001;17.038860252694267;100.09;0.44;245.7;0.1307;817.55;144.45;361.39;472.11;562.38;53.57;143.68;215.32;-9999;-9999;714.86;-0.5584;215.32;215.32;184.16223802116875
201805211530;24.96;13.5;18.098757278939313;100.04;0.93;1.0;0.2252;659.12;119.42;365.19;469.43;435.46;49.13;107.25;202.93;-9999;-9999;713.44;-0.478;202.93;202.93;-9999
201805211630;25.05;13.100000000000001;18.668937919285217;100.01;1.23;344.9;0.2412;499.83;97.08;370.06;461.83;310.98;46.03;68.65;189.44;-9999;-9999;714.12;-0.455;189.44;189.44;-9999
201805211730;24.52;13.4;17.378196946126373;99.99;1.83;7.7;0.2805;264.69;54.35;365.1;449.28;126.16;18.96;7.4;104.96;-9999;-9999;716.81;-0.1846;97.58982486029116;99.01441905611;-9999
201805211830;23.09;14.2;14.0387508612504;100.02;1.2;352.0;0.1524;73.11;18.11;360.89;431.87;-15.98;-19.79;-16.26;29.04;-9999;-9999;730.27;0.0255;11.56285660484602;20.73363881541556;12.134959972451785
201805211930;20.44;14.8;9.214346315421178;100.05;0.42;219.8;0.074;0.0;0.0;355.59;407.7;-52.11;-38.7;-18.98;7.45;-9999;-9999;779.01;0.0768;0.0;0.0;6.940069117548614
201805212030;18.73;14.0;7.592559286518103;100.12;0.88;309.2;0.1316;0.0;0.0;350.3;403.95;-53.65;-35.89;-20.06;6.49;-9999;-9999;767.36;0.1575;0.11709375164099829;0.0;6.224017698797223
201805212130;17.92;13.899999999999999;6.622246705117398;100.15;0.65;336.0;0.0582;0.0;0.0;363.32;399.59;-36.27;-29.46;-7.46;3.91;-9999;-9999;778.14;0.128;0.05516257364095462;-9999;-9999
201805212230;16.67;14.399999999999999;4.5619175328335615;100.16;0.3;53.1;0.0287;0.0;0.0;351.36;391.89;-40.53;-32.08;-3.78;-0.31;-9999;-9999;830.71;0.0544;-0.1571800138970641;-9999;-0.6173590750463055
201805212330;15.42;14.299999999999999;3.20684987578621;100.15;0.7;34.5;0.0426;0.0;0.0;342.26;386.04;-43.78;-34.87;-4.31;1.36;-9999;-9999;866.46;0.1853;0.20525553011811729;-9999;-9999
201805220030;14.43;14.1;2.3250806388548657;100.15;0.28;343.4;0.0415;0.0;0.0;334.69;379.33;-44.64;-37.15;-2.27;0.15;-9999;-9999;894.53;0.1144;0.0602838795029513;-9999;-9999
201805220130;13.58;13.5;2.0436866001905134;100.17;0.62;353.4;0.0508;0.0;0.0;330.36;376.69;-46.33;-38.51;-2.57;-0.18;-9999;-9999;876.72;0.1571;-9999;-9999;-9999
201805220230;12.93;13.100000000000001;1.7980530506926033;100.19;1.11;343.9;0.1054;0.0;0.0;328.5;376.68;-48.18;-38.49;-15.27;2.22;-9999;-9999;816.74;0.2978;0.6396445590973758;0.0066135292527650024;-9999
201805220330;12.85;12.9;1.9202464726252728;100.2;1.16;306.6;0.1538;0.0;0.0;347.92;378.83;-30.91;-27.71;-18.59;4.24;-9999;-9999;796.07;0.242;0.23486056118573342;0.3816126400851931;-9999
201805220430;12.61;12.5;2.0889700268022597;100.21;1.2;321.0;0.1582;0.0;0.0;325.43;376.01;-50.58;-33.22;-21.11;7.67;-9999;-9999;783.89;0.172;0.4930776851825342;0.7925255674001666;4.676839255149034
201805220530;12.52;12.3;2.2030646329141277;100.28;1.3;328.5;0.2126;66.19;15.42;323.14;378.29;-4.38;-29.25;-10.39;18.61;-9999;-9999;774.08;0.0352;6.069916076196734;6.439579581012921;18.865504162192323
201805220630;14.45;12.8;3.6463383507227753;100.34;1.64;351.1;0.283;244.69;48.58;328.29;394.67;129.73;2.35;35.54;55.22;-9999;-9999;764.64;-0.2607;55.22;55.22;44.17733397126858
201805220730;16.6;13.4;5.477709771153373;100.37;1.45;2.8;0.2664;451.63;83.87;336.43;413.89;290.3;59.44;93.02;96.99;-9999;-9999;755.66;-0.5346;96.99;96.99;61.41776290198619
201805220830;18.77;13.899999999999999;7.74666114053511;100.37;1.46;342.1;0.2915;656.24;115.39;345.87;432.42;454.3;76.74;163.86;173.09;-9999;-9999;745.57;-0.787;173.09;173.09;117.98433199499576
201805220930;20.68;14.2;10.172634261801683;100.34;1.39;340.6;0.2833;854.45;147.76;356.2;449.75;613.14;76.85;202.18;238.29;-9999;-9999;733.04;-0.8884;238.29;238.29;155.2924362659717
201805221030;22.49;14.5;12.729169043662463;100.29;0.87;345.3;0.3161;933.04;158.82;362.87;463.9;673.19;91.76;218.99;277.63;-9999;-9999;726.3;-0.8902;277.63;277.63;174.40584843085654
201805221130;24.02;14.6;15.26843829058784;100.24;0.98;337.7;0.1333;983.84;166.93;370.83;474.35;713.39;74.14;159.18;255.22;-9999;-9999;725.99;-0.7391;255.22;255.22;188.45262852154073
201805221230;25.48;14.8;17.79314276431837;100.17;1.21;237.7;0.2689;982.95;169.37;376.46;482.25;707.79;82.76;158.57;278.21;-9999;-9999;720.23;-0.6988;278.21;278.21;233.41142377714343
201805221330;26.43;15.2;19.28068370739805;100.11;1.27;241.9;0.2267;923.68;160.54;380.74;485.71;658.17;82.46;160.18;303.59;-9999;-9999;715.25;-0.7096;303.59;303.59;265.7674628711755
201805221430;27.05;15.5;20.26348836307669;100.05;0.6;274.2;0.2411;805.82;141.16;383.99;485.46;563.19;65.38;137.48;304.16;-9999;-9999;711.68;-0.6536;304.16;304.16;271.88610475667406
201805221530;27.36;15.1;21.320394090464866;100.0;1.12;244.7;0.2692;646.64;117.3;381.98;479.48;431.84;46.53;89.41;271.53;-9999;-9999;708.96;-0.5263;271.53;271.53;226.81038641473336
201805221630;27.35;15.0;21.399040097613202;99.97;1.14;309.3;0.2431;438.04;83.22;380.19;471.08;263.93;36.32;24.35;165.36;-9999;-9999;709.12;-0.265;165.36;165.36;110.04784950037775
201805221730;26.59;14.399999999999999;20.40781626942384;99.98;2.04;320.0;0.3472;244.11;49.96;372.83;457.39;109.59;12.69;-21.73;120.09;-9999;-9999;713.95;-0.0804;93.25031819556838;95.67052037532432;-9999
201805221830;24.26;13.899999999999999;16.402140338322944;100.03;2.3;305.6;0.3943;68.2;17.37;360.99;439.16;-27.34;-30.53;-50.03;62.37;-9999;-9999;724.31;0.1312;8.991911604773431;18.571376245542396;-9999
201805221930;20.99;13.100000000000001;11.742357722349606;100.1;2.33;312.1;0.3686;0.0;0.0;347.6;420.18;-72.58;-44.72;-54.82;27.11;-9999;-9999;740.29;0.2569;0.0;0.0;-9999
201805222030;18.54;13.0;8.337193670107311;100.18;2.31;313.0;0.394;0.0;0.0;340.97;408.35;-67.38;-45.83;-40.23;20.48;-9999;-9999;748.77;0.237;0.0;0.0;14.599722448769576
201805222130;16.81;13.100000000000001;6.031324222383535;100.24;2.31;314.6;0.4122;0.0;0.0;335.02;399.69;-64.67;-47.2;-34.32;17.51;-9999;-9999;753.75;0.2316;0.0;0.0;-9999
201805222230;15.52;12.9;4.71952771181993;100.25;2.14;319.4;0.3714;0.0;0.0;330.25;393.01;-62.76;-45.98;-35.89;13.86;-9999;-9999;757.78;0.2245;0.0;0.0;-9999
201805222330;14.39;12.8;3.5826377499704662;100.27;2.12;322.7;0.3474;0.0;0.0;326.39;387.33;-60.94;-41.94;-31.12;10.82;-9999;-9999;763.59;0.2026;0.3299121945681873;1.3988475212415579;-9999
201805230030;13.76;12.6;3.1267775309105357;100.27;2.26;328.1;0.3749;0.0;0.0;323.92;384.1;-60.18;-44.57;-30.38;10.51;-9999;-9999;764.93;0.18;0.2598397912250651;0.6705996379165097;9.920972339907479
201805230130;13.2;12.6;2.563313209563759;100.27;1.88;321.5;0.3062;0.0;0.0;321.65;380.77;-59.12;-40.53;-30.1;7.73;-9999;-9999;773.09;0.1788;0.0;0.0;6.436659491028581
201805230230;12.64;12.6;2.017704603597707;100.29;1.63;326.5;0.2566;0.0;0.0;319.28;377.6;-58.32;-38.14;-27.36;5.62;-9999;-9999;784.26;0.1802;0.0;0.0;-9999
201805230330;12.24;12.6;1.6386464217322274;100.3;1.78;331.0;0.2682;0.0;0.0;316.1;375.54;-59.44;-37.9;-27.43;4.78;-9999;-9999;790.71;0.172;0.0;0.0;-9999
201805230430;11.3;12.4;0.981754831564805;100.33;1.12;299.8;0.155;0.0;0.0;312.56;370.76;-58.2;-36.51;-14.23;-1.49;-9999;-9999;804.3;0.1225;-0.09656342349241788;-9999;-9999
201805230530;11.61;12.6;1.0591805884672265;100.4;1.4;300.5;0.2307;84.0;20.14;312.29;374.94;1.21;-35.2;-11.2;7.18;-9999;-9999;798.42;0.0503;5.26873732357992;10.415149817894386;8.090974132456092
201805230630;13.87;13.0;2.839598778260452;100.45;2.4;335.4;0.4035;263.94;52.49;319.13;391.47;139.11;27.36;42.61;45.79;-9999;-9999;772.5;-0.2376;43.460684354371516;43.233163385486044;24.79067154430559
201805230730;15.82;13.200000000000001;4.761397985739221;100.5;2.73;323.4;0.4681;468.56;88.86;326.86;407.85;298.71;18.98;120.65;104.17;-9999;-9999;755.09;-0.5724;104.17;104.17;70.55206215579419
201805230830;17.69;13.4;6.826956177854834;100.51;2.46;329.6;0.418;673.32;120.1;336.99;425.43;464.78;66.0;158.76;140.21;-9999;-9999;744.24;-0.708;140.21;140.21;-9999
201805230930;19.69;13.700000000000001;9.224300720660805;100.51;2.05;329.7;0.3844;831.31;144.62;346.54;442.57;590.66;90.67;205.38;208.13;-9999;-9999;736.57;-0.8606;208.13;208.13;143.21558920325958
201805231030;21.58;14.2;11.558325616372827;100.51;1.72;316.7;0.3618;939.18;162.47;355.34;457.41;674.64;70.2;205.88;252.29;-9999;-9999;729.37;-0.8759;252.29;252.29;173.57907665222098
201805231130;23.02;14.399999999999999;13.719301117309687;100.48;1.42;333.1;0.3044;996.46;171.73;362.71;468.29;719.15;77.14;208.9;292.12;-9999;-9999;725.74;-0.912;292.12;292.12;214.44429590666402
201805231230;24.35;14.7;15.766194389339816;100.41;1.17;325.4;0.3083;994.39;172.15;368.85;476.39;714.7;76.52;219.87;348.86;-9999;-9999;721.28;-0.954;348.86;348.86;260.8126807513019
201805231330;25.57;15.1;17.667999092947603;100.36;1.5;309.3;0.3306;933.38;163.53;373.56;479.97;663.44;69.86;178.31;328.25;-9999;-9999;717.32;-0.7895;328.25;328.25;239.07705076794215
201805231430;26.23;15.0;19.075551275373194;100.32;1.53;301.9;0.3167;816.74;146.1;376.24;478.94;567.94;57.14;121.86;274.63;-9999;-9999;714.5;-0.6376;274.63;274.63;182.08542531958244
201805231530;26.68;15.1;19.893018376418013;100.29;1.67;322.1;0.3405;652.13;120.82;376.14;474.38;433.07;45.33;89.47;283.27;-9999;-9999;712.83;-0.5904;283.27;283.27;188.0948243394544
201805231630;26.58;14.9;19.887291263685754;100.28;1.99;341.0;0.3451;444.9;87.5;373.99;465.49;265.9;34.98;33.89;205.24;-9999;-9999;712.69;-0.3663;205.24;205.24;79.22760404865151
201805231730;25.83;14.299999999999999;18.97775839434958;100.27;2.24;351.7;0.3392;246.3;51.29;368.84;453.01;110.84;12.12;-17.53;116.33;-9999;-9999;717.72;-0.1103;101.0157315159334;103.7370734968247;-9999
201805231830;24.28;13.3;17.03852979894588;100.32;2.44;328.3;0.401;67.03;17.01;362.47;438.76;-26.27;-31.47;-56.14;60.85;-9999;-9999;728.15;0.124;16.462255558132732;11.087077642196322;-9999
201805231930;21.08;11.7;13.280207712083332;100.4;2.81;310.0;0.4974;0.0;0.0;349.66;420.93;-71.27;-35.14;-66.69;39.99;-9999;-9999;740.41;0.2916;1.8504405459805433;1.0947967529700782;-9999
201805232030;18.68;12.5;9.025098965843533;100.5;2.61;310.1;0.4554;0.0;0.0;342.09;408.95;-66.86;-39.85;-46.39;22.51;-9999;-9999;748.28;0.241;1.0619726138712335;2.1932642810995846;-9999
201805232130;17.25;13.100000000000001;6.57243814670203;100.55;2.39;321.6;0.4034;0.0;0.0;336.08;401.48;-65.4;-39.56;-39.09;14.46;-9999;-9999;757.12;0.1965;0.3528442712477062;0.9076282460284105;13.117973563121181
201805232230;16.03;13.3;4.904165148741072;100.61;2.19;309.3;0.4054;0.0;0.0;329.69;395.05;-65.36;-42.71;-42.73;17.29;-9999;-9999;765.46;0.2778;0.0;0.0;2.8726320820693276
201805232330;15.16;12.7;4.516848622560381;100.64;2.71;323.8;0.4735;0.0;0.0;324.64;390.75;-66.11;-43.2;-43.49;18.01;-9999;-9999;764.17;0.2245;0.15317414755437248;0.6894470592941373;12.81999781067898
201805240030;13.79;12.4;3.3574765764517043;100.64;2.35;317.0;0.3928;0.0;0.0;318.35;383.82;-65.47;-42.94;-35.67;13.38;-9999;-9999;773.48;0.2174;0.15384337449597302;0.45236991069373056;5.677779492349553
201805240130;12.84;12.1;2.710545862129603;100.62;2.32;317.6;0.3676;0.0;0.0;314.36;378.95;-64.59;-44.74;-29.02;9.07;-9999;-9999;774.69;0.0917;0.5656760827044022;1.8185150863385233;5.130601601236203
201805240230;11.62;11.899999999999999;1.7682135827572178;100.61;1.75;310.9;0.2974;0.0;0.0;310.48;372.85;-62.37;-43.16;-25.81;6.23;-9999;-9999;789.94;0.15;0.0;0.0;6.7324288621720285
201805240330;10.99;11.799999999999999;1.3093083872097715;100.63;1.62;314.3;0.266;0.0;0.0;308.6;369.61;-61.01;-44.92;-24.21;4.11;-9999;-9999;791.34;0.1567;0.06371599357061845;0.10202836734631193;-9999
201805240430;10.4;11.6;1.004262721992287;100.65;1.49;303.8;0.2296;0.0;0.0;307.64;366.9;-59.4;-22.85;-19.94;1.01;-9999;-9999;797.93;0.1424;0.13247862738339344;-9999;-9999
201805240530;10.89;11.899999999999999;1.1224719169053117;100.73;1.06;331.1;0.1846;84.5;20.49;309.01;371.62;1.4;-36.72;2.28;11.89;-9999;-9999;791.27;-0.0313;8.529882042554409;7.8526468495640955;9.91426454602172
201805240630;13.13;12.3;2.7941457280203554;100.81;1.76;345.3;0.2924;261.59;52.31;316.08;388.58;136.78;22.69;48.61;48.45;-9999;-9999;770.09;-0.2873;46.47298109102011;46.85350864596503;27.307412935047676
